시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
인천광역시 부평구 삼산동,359,359,0,광명12차,57.87,202111,1,"26,300",1,1990,후정동로 63,,중개거래,인천 부평구
인천광역시 부평구 삼산동,359,359,0,광명12차,57.87,202111,15,"27,000",2,1990,후정동로 63,,중개거래,인천 부평구
인천광역시 부평구 삼산동,191,191,0,대보,51.48,202111,30,"29,800",5,1985,후정동로 5,,중개거래,"경기 화성시, 인천 부평구"
인천광역시 부평구 삼산동,Mar-56,56,3,삼보,62.5,202111,5,"24,800",9,1990,후정동로47번길 4,,중개거래,인천 부평구
인천광역시 부평구 삼산동,Mar-56,56,3,삼보,62.5,202111,8,"24,950",14,1990,후정동로47번길 4,,중개거래,인천 부평구
인천광역시 부평구 삼산동,Mar-56,56,3,삼보,84.95,202111,9,"35,500",14,1990,후정동로 43,,중개거래,인천 부평구
인천광역시 부평구 삼산동,Mar-56,56,3,삼보,62.5,202111,16,"26,700",9,1990,후정동로47번길 4,,중개거래,인천 부평구
인천광역시 부평구 삼산동,Mar-56,56,3,삼보,62.5,202111,30,"20,000",6,1990,후정동로47번길 4,,중개거래,인천 부평구
인천광역시 부평구 삼산동,387-2,387,2,삼산주공미래타운1차,59.39,202111,20,"40,000",10,2000,부평북로 431,,중개거래,"서울 관악구, 인천 부평구"
인천광역시 부평구 삼산동,387-2,387,2,삼산주공미래타운1차,59.39,202111,22,"37,500",5,2000,부평북로 431,,중개거래,인천 부평구
인천광역시 부평구 삼산동,388-7,388,7,삼산주공미래타운2차,49.4,202111,13,"26,500",3,2000,부평북로 432,,중개거래,인천 부평구
인천광역시 부평구 삼산동,388-7,388,7,삼산주공미래타운2차,39.99,202111,18,"22,800",12,2000,부평북로 432,,중개거래,인천 부평구
인천광역시 부평구 삼산동,390-6,390,6,삼산주공미래타운3차,59.39,202111,17,"36,000",4,2000,부평북로 463,,중개거래,인천 부평구
인천광역시 부평구 삼산동,389-8,389,8,삼산주공미래타운4차,49.57,202111,6,"30,000",9,2000,영성중로 57,,중개거래,인천 부평구
인천광역시 부평구 삼산동,389-8,389,8,삼산주공미래타운4차,59.39,202111,6,"37,000",20,2000,영성중로 57,,중개거래,인천 부평구
인천광역시 부평구 삼산동,393-4,393,4,삼산주공미래타운5차,84.34,202111,25,"52,800",1,2000,영성중로 16,,중개거래,인천 부평구
인천광역시 부평구 삼산동,445-5,445,5,삼산타운2단지,84.98,202111,13,"68,500",7,2005,수변로 333,,중개거래,인천 부평구
인천광역시 부평구 삼산동,445-5,445,5,삼산타운2단지,84.98,202111,19,"64,500",1,2005,수변로 333,,중개거래,인천 부평구
인천광역시 부평구 삼산동,454-13,454,13,삼산타운6단지,84.07,202111,5,"79,500",5,2004,체육관로 57,,중개거래,인천 부평구
인천광역시 부평구 삼산동,454-13,454,13,삼산타운6단지,84.96,202111,13,"71,000",1,2004,체육관로 57,,중개거래,인천 부평구
인천광역시 부평구 삼산동,454-13,454,13,삼산타운6단지,84.07,202111,17,"79,000",5,2004,체육관로 57,,중개거래,인천 부평구
인천광역시 부평구 삼산동,454-13,454,13,삼산타운6단지,84.07,202111,22,"80,500",18,2004,체육관로 57,,중개거래,"경기 부천시, 인천 부평구"
인천광역시 부평구 삼산동,453-1,453,1,삼산타운7단지,84.07,202111,11,"72,000",3,2004,체육관로 27,,중개거래,인천 부평구
인천광역시 부평구 삼산동,453-1,453,1,삼산타운7단지,84.07,202111,19,"76,000",7,2004,체육관로 27,,중개거래,인천 부평구
인천광역시 부평구 삼산동,440-1,440,1,삼산타운주공1단지,51.86,202111,2,"44,700",2,2005,굴포로 105,,중개거래,인천 부평구
인천광역시 부평구 삼산동,440-1,440,1,삼산타운주공1단지,51.86,202111,13,"49,500",5,2005,굴포로 105,,중개거래,인천 부평구
인천광역시 부평구 삼산동,440-1,440,1,삼산타운주공1단지,59.99,202111,18,"45,000",13,2005,굴포로 105,,직거래,-
인천광역시 부평구 삼산동,500,500,0,임광그대가,84.91,202111,19,"60,000",3,2008,영성서로 10,,중개거래,인천 부평구
인천광역시 부평구 삼산동,Jun-60,60,6,태산,56.93,202111,4,"19,500",1,1989,후정동로 50,,중개거래,인천 부평구
인천광역시 부평구 삼산동,254,254,0,한국,52.83,202111,23,"22,600",4,1989,평천로 395,,중개거래,인천 부평구
인천광역시 부평구 십정동,406-3,406,3,동암비버리씨티,12.0023,202111,3,"8,300",10,2014,열우물로25번길 14-3,,직거래,-
인천광역시 부평구 십정동,406-3,406,3,동암비버리씨티,12.3454,202111,5,"8,000",3,2014,열우물로25번길 14-3,,직거래,-
인천광역시 부평구 십정동,607,607,0,동암신동아,130.8,202111,3,"56,000",8,2000,아트센터로 118,,직거래,-
인천광역시 부평구 십정동,607,607,0,동암신동아,59.8,202111,13,"34,500",23,2000,아트센터로 118,,중개거래,인천 부평구
인천광역시 부평구 십정동,427-3,427,3,동암정든마을아파트(427-3),64.1883,202111,24,"26,200",15,2007,이규보로 42,,중개거래,인천 부평구
인천광역시 부평구 십정동,216,216,0,백영,60,202111,8,"22,000",18,1997,경원대로1090번길 10,,중개거래,인천 부평구
인천광역시 부평구 십정동,409-8,409,8,삼성캐슬,69.53,202111,11,"20,000",4,2009,백범로456번길 20-18,,중개거래,인천 부평구
인천광역시 부평구 십정동,608-4,608,4,십정뜨란채1단지,46.31,202111,6,"29,500",4,2005,이규보로 79,,중개거래,인천 부평구
인천광역시 부평구 십정동,608-4,608,4,십정뜨란채1단지,59.93,202111,13,"39,000",10,2005,이규보로 79,,중개거래,인천 부평구
인천광역시 부평구 십정동,188-2,188,2,정원,38.61,202111,13,"9,900",4,1987,상정로 19,,중개거래,인천 부평구
인천광역시 부평구 일신동,105-3,105,3,이도엘리브,60.13,202111,4,"32,500",7,2018,경인로 1110,,중개거래,경기 부천시
인천광역시 부평구 일신동,410,410,0,일신주공아파트(100~112동),59.97,202111,3,"30,000",3,1995,항동로75번길 11,,중개거래,인천 부평구
인천광역시 부평구 청천동,236,236,0,대진,64.8,202111,13,"44,300",1,1985,원길로 12,,중개거래,인천 부평구
인천광역시 부평구 청천동,397,397,0,동양,40.56,202111,24,"13,900",2,1982,안남로417번길 35,,중개거래,인천 부평구
인천광역시 부평구 청천동,397,397,0,동양,40.56,202111,30,"14,500",2,1982,안남로417번길 35,,중개거래,인천 부평구
인천광역시 부평구 청천동,390-5,390,5,무지개,59.92,202111,15,"21,000",11,1993,부평북로 123,,중개거래,인천 부평구
인천광역시 부평구 청천동,236-5,236,5,미도6,45.33,202111,11,"26,800",3,1988,길주로494번길 50,,중개거래,인천 부평구
인천광역시 부평구 청천동,259-5,259,5,미도7,59.91,202111,10,"30,500",3,1989,원길로24번길 5,,중개거래,인천 부평구
인천광역시 부평구 청천동,259-5,259,5,미도7,52.89,202111,17,"24,500",6,1989,원길로24번길 5,,중개거래,인천 부평구
인천광역시 부평구 청천동,200,200,0,"부평1,2차금호타운",59.805,202111,6,"46,000",4,1998,안남로 272,,중개거래,인천 부평구
인천광역시 부평구 청천동,200,200,0,"부평1,2차금호타운",59.805,202111,23,"39,800",3,1998,안남로 272,,중개거래,"인천 남동구, 인천 부평구"
인천광역시 부평구 청천동,300,300,0,삼익,42.93,202111,1,"21,000",7,1986,부평대로167번길 43,,직거래,-
인천광역시 부평구 청천동,300,300,0,삼익,61.38,202111,27,"32,000",15,1986,부평대로167번길 43,,중개거래,인천 부평구
인천광역시 부평구 청천동,05월 05일,5,5,영진아파트,59.77,202111,15,"22,000",5,1995,청중로 81,,중개거래,인천 부평구
인천광역시 부평구 청천동,05월 05일,5,5,영진아파트,52.48,202111,23,"16,000",1,1995,청중로 81,,중개거래,인천 부평구
인천광역시 부평구 청천동,05월 05일,5,5,영진아파트,59.77,202111,24,"21,800",6,1995,청중로 81,,중개거래,인천 부평구
인천광역시 부평구 청천동,191-6,191,6,청천1차뷰그리안,46.1,202111,2,"19,900",15,2018,세월천로 17,,중개거래,인천 부평구
인천광역시 부평구 청천동,453,453,0,청천우민늘푸른아파트,59.4568,202111,22,"32,000",20,2020,평천로141번길 11,,중개거래,인천 부평구
인천광역시 부평구 청천동,176,176,0,청천푸르지오,59.36,202111,12,"43,900",13,1998,세월천로 16,,중개거래,인천 부평구
인천광역시 서구 가정동,284-401,284,401,뉴서울(284-401),68.9,202111,4,"20,000",9,1990,봉오대로283번길 6,20211110,중개거래,인천 서구
인천광역시 서구 가정동,284-401,284,401,뉴서울(284-401),68.9,202111,4,"20,000",9,1990,봉오대로283번길 6,,직거래,-
인천광역시 서구 가정동,284-401,284,401,뉴서울(284-401),57.2,202111,5,"23,000",11,1990,봉오대로283번길 6,,중개거래,인천 서구
인천광역시 서구 가정동,5-92,5,92,동우1,37.98,202111,10,"16,000",6,1988,봉오대로253번길 58,,중개거래,인천 서구
인천광역시 서구 가정동,5-92,5,92,동우1,45.99,202111,11,"17,800",5,1988,봉오대로253번길 58,,중개거래,인천 서구
인천광역시 서구 가정동,5-92,5,92,동우1,37.98,202111,13,"18,500",5,1988,봉오대로253번길 58,,중개거래,인천 서구
인천광역시 서구 가정동,5-92,5,92,동우1,37.98,202111,13,"19,000",2,1988,봉오대로253번길 58,,중개거래,인천 서구
인천광역시 서구 가정동,5-92,5,92,동우1,47.1,202111,18,"22,000",1,1988,봉오대로253번길 58,,중개거래,인천 서구
인천광역시 서구 가정동,5-92,5,92,동우1,47.1,202111,19,"21,800",3,1988,봉오대로253번길 58,,중개거래,인천 서구
인천광역시 서구 가정동,5-92,5,92,동우1,45.99,202111,22,"22,000",3,1988,봉오대로253번길 58,,중개거래,인천 서구
인천광역시 서구 가정동,5-93,5,93,동우2,40.86,202111,4,"16,500",4,1988,30,20211203,중개거래,인천 서구
인천광역시 서구 가정동,5-93,5,93,동우2,40.86,202111,13,"17,000",1,1988,30,,중개거래,인천 서구
인천광역시 서구 가정동,5-93,5,93,동우2,40.86,202111,13,"17,000",5,1988,30,,중개거래,인천 서구
인천광역시 서구 가정동,5-93,5,93,동우2,45.99,202111,19,"23,000",2,1988,30,,중개거래,인천 서구
인천광역시 서구 가정동,5-93,5,93,동우2,40.86,202111,20,"19,000",3,1988,30,,중개거래,인천 서구
인천광역시 서구 가정동,5-93,5,93,동우2,40.86,202111,22,"22,000",1,1988,30,,중개거래,인천 서구
인천광역시 서구 가정동,610-1,610,1,루원시티프라디움,84.9917,202111,13,"79,000",20,2018,봉오재3로 66,,중개거래,인천 서구
인천광역시 서구 가정동,5-96,5,96,성광,39.96,202111,17,"17,600",5,1987,봉오대로253번길 50,,중개거래,인천 서구
인천광역시 서구 가정동,5-96,5,96,성광,39.96,202111,22,"23,000",6,1987,봉오대로253번길 50,,중개거래,"인천 계양구, 인천 서구"
인천광역시 서구 가정동,5-96,5,96,성광,39.96,202111,30,"23,900",2,1987,봉오대로253번길 50,,중개거래,인천 서구
인천광역시 서구 가정동,597-2,597,2,엘에이치웨스턴블루힐,59.98,202111,5,"33,070",13,2015,봉오재2로 37,,직거래,-
인천광역시 서구 가정동,597-2,597,2,엘에이치웨스턴블루힐,59.98,202111,6,"49,500",6,2015,봉오재2로 37,,중개거래,인천 서구
인천광역시 서구 가정동,597-2,597,2,엘에이치웨스턴블루힐,74.99,202111,18,"59,000",9,2015,봉오재2로 37,,직거래,-
인천광역시 서구 가정동,597-2,597,2,엘에이치웨스턴블루힐,59.98,202111,19,"50,750",7,2015,봉오재2로 37,,중개거래,인천 서구
인천광역시 서구 가정동,597-2,597,2,엘에이치웨스턴블루힐,59.98,202111,27,"52,000",12,2015,봉오재2로 37,,중개거래,인천 서구
인천광역시 서구 가정동,566,566,0,인향,52.68,202111,1,"19,500",4,1989,서달로179번길 12-9,,중개거래,인천 서구
인천광역시 서구 가정동,566,566,0,인향,57.99,202111,17,"19,000",4,1989,서달로179번길 12-9,,중개거래,인천 서구
인천광역시 서구 가정동,566,566,0,인향,52.68,202111,29,"19,500",2,1989,서달로179번길 12-9,,중개거래,인천 서구
인천광역시 서구 가정동,341-14,341,14,하나2,84.99,202111,3,"26,500",1,1992,봉오대로318번길 23,,중개거래,인천 서구
인천광역시 서구 가정동,341-14,341,14,하나2,84.99,202111,3,"26,500",1,1992,봉오대로318번길 23,20211120,중개거래,인천 서구
인천광역시 서구 가정동,341-14,341,14,하나2,59.82,202111,5,"20,000",1,1992,봉오대로318번길 23,,중개거래,"서울 마포구, 인천 서구"
인천광역시 서구 가정동,341-14,341,14,하나2,56.11,202111,9,"20,000",12,1992,봉오대로318번길 23,,중개거래,인천 서구
인천광역시 서구 가정동,341-15,341,15,하나3,80.72,202111,1,"36,000",17,1993,봉오대로318번길 21,,중개거래,"서울 마포구, 인천 서구"
인천광역시 서구 가정동,341-15,341,15,하나3,59.94,202111,11,"26,000",11,1993,봉오대로318번길 21,,중개거래,인천 서구
인천광역시 서구 가정동,341-15,341,15,하나3,82.7,202111,13,"34,000",13,1993,봉오대로318번길 21,,중개거래,인천 서구
인천광역시 서구 가정동,567,567,0,한국,84.06,202111,19,"27,300",1,1992,가석로 324,,중개거래,인천 서구
인천광역시 서구 가정동,567,567,0,한국,152.99,202111,23,"31,200",8,1992,서달로163번길 10,,직거래,-
인천광역시 서구 가정동,산17-9,17,9,현광,41.49,202111,24,"22,500",2,1989,봉오대로253번길 47,,중개거래,인천 서구
인천광역시 서구 가정동,산17-9,17,9,현광,48.15,202111,26,"25,000",6,1989,봉오대로253번길 47,,중개거래,인천 서구
인천광역시 서구 가좌동,02월 19일,2,19,공작,46.61,202111,6,"11,800",4,1990,장고개로 375-3,,중개거래,인천 서구
인천광역시 서구 가좌동,02월 19일,2,19,공작,46.61,202111,13,"13,000",3,1990,장고개로 375-3,,중개거래,인천 서구
인천광역시 서구 가좌동,207,207,0,동남,50.49,202111,9,"17,300",2,1986,건지로318번길 55,,중개거래,인천 서구
인천광역시 서구 가좌동,618,618,0,두현예뜰채아파트,59.636,202111,5,"22,850",2,2017,열우물로282번길 16,,중개거래,인천 서구
인천광역시 서구 가좌동,140,140,0,삼영,61.77,202111,24,"11,000",3,1985,가정로 136,,직거래,-
인천광역시 서구 가좌동,192-7,192,7,세우,67.47,202111,6,"16,500",5,1984,건지로318번길 27,,중개거래,인천 서구
인천광역시 서구 가좌동,192-7,192,7,세우,59.92,202111,19,"18,000",3,1984,건지로318번길 27,,중개거래,인천 서구
인천광역시 서구 가좌동,148-3,148,3,신명1,59.67,202111,13,"15,700",5,1990,건지로250번길 34,,중개거래,인천 서구
인천광역시 서구 가좌동,262-1,262,1,신영,64.32,202111,8,"19,000",3,1984,원적로37번길 23,,중개거래,인천 서구
인천광역시 서구 가좌동,217,217,0,신현대,84.965,202111,22,"32,500",14,1995,원적로47번길 35,,중개거래,인천 서구
인천광역시 서구 가좌동,611,611,0,"인천가좌두산위브트레지움1,2단지",59.74,202111,9,"47,400",13,2017,여우재로 136,,중개거래,인천 서구
인천광역시 서구 가좌동,199-2,199,2,인향,43.83,202111,1,"9,470",5,1989,건지로334번길 39,,직거래,-
인천광역시 서구 가좌동,30-86,30,86,진주3,49.5,202111,8,"22,500",12,1989,장고개로309번길 29,,중개거래,인천 서구
인천광역시 서구 가좌동,210-6,210,6,진흥,42.12,202111,6,"12,000",5,1986,신진말로28번길 16,,중개거래,경기 광주시
인천광역시 서구 가좌동,224-2,224,2,하나,63,202111,10,"17,500",5,1984,신진말로28번길 21,,중개거래,인천 서구
인천광역시 서구 가좌동,261-2,261,2,한샘,52.56,202111,2,"17,600",1,1983,원적로 31,,중개거래,인천 서구
인천광역시 서구 가좌동,206-7,206,7,한일,55.8,202111,20,"15,200",4,1985,건지로318번길 50,,중개거래,인천 서구
인천광역시 서구 검암동,535-2,535,2,검암4차신명스카이뷰,84.5888,202111,22,"47,500",13,2004,검암로10번길 36,,중개거래,인천 서구
인천광역시 서구 검암동,512-1,512,1,삼보해피하임3,84.8122,202111,17,"36,500",5,2003,검암로20번길 52,,직거래,-
인천광역시 서구 검암동,595-3,595,3,서해그랑블,69.6616,202111,16,"50,000",1,2003,승학로495번길 7,,직거래,-
인천광역시 서구 검암동,595-3,595,3,서해그랑블,69.6616,202111,17,"57,500",3,2003,승학로495번길 7,,중개거래,인천 서구
인천광역시 서구 검암동,595-3,595,3,서해그랑블,84.9634,202111,18,"67,500",12,2003,승학로495번길 7,,중개거래,인천 서구
인천광역시 서구 검암동,535-1,535,1,신명스카이뷰2,84.966,202111,19,"41,800",10,2003,검암로10번길 54,,중개거래,인천 서구
인천광역시 서구 검암동,501-1,501,1,풍림아이원2차,84.93,202111,19,"53,000",14,2004,검암로 53,,중개거래,인천 서구
인천광역시 서구 경서동,727-1,727,1,가이아샹베르2차,84.5496,202111,8,"32,000",4,2005,경서로31번길 47,,중개거래,인천 서구
인천광역시 서구 경서동,727-1,727,1,가이아샹베르2차,59.5607,202111,27,"28,800",1,2005,경서로31번길 47,,중개거래,인천 서구
인천광역시 서구 경서동,727-1,727,1,가이아샹베르2차,59.5607,202111,29,"26,000",3,2005,경서로31번길 47,,직거래,-
인천광역시 서구 경서동,994,994,0,인천경서아시아드대광로제비앙,84.0741,202111,6,"57,500",11,2017,모월곶로 41,20211203,중개거래,인천 서구
인천광역시 서구 경서동,994,994,0,인천경서아시아드대광로제비앙,84.0741,202111,6,"57,500",11,2017,모월곶로 41,,중개거래,인천 서구
인천광역시 서구 경서동,994,994,0,인천경서아시아드대광로제비앙,84.0741,202111,10,"59,000",8,2017,모월곶로 41,,중개거래,인천 서구
인천광역시 서구 경서동,994,994,0,인천경서아시아드대광로제비앙,84.0741,202111,18,"58,000",11,2017,모월곶로 41,,중개거래,인천 서구
인천광역시 서구 경서동,722-1,722,1,태평샹베르1차,84.5496,202111,5,"33,300",1,2005,도요지로 15,,중개거래,인천 서구
인천광역시 서구 경서동,722-1,722,1,태평샹베르1차,59.5607,202111,17,"30,800",8,2005,도요지로 15,,중개거래,인천 서구
인천광역시 서구 금곡동,736-1,736,1,검단우방아이유쉘,84.9684,202111,1,"49,800",11,2017,완정로 208,,중개거래,인천 서구
인천광역시 서구 금곡동,736-1,736,1,검단우방아이유쉘,84.3431,202111,3,"45,000",8,2017,완정로 208,,중개거래,인천 서구
인천광역시 서구 금곡동,736-1,736,1,검단우방아이유쉘,84.3431,202111,3,"45,000",8,2017,완정로 208,20211210,중개거래,인천 서구
인천광역시 서구 금곡동,736-1,736,1,검단우방아이유쉘,84.9684,202111,15,"49,000",13,2017,완정로 208,,중개거래,인천 서구
인천광역시 서구 금곡동,722-2,722,2,동남,59.7,202111,6,"20,000",4,1999,완정로 242,,중개거래,인천 서구
인천광역시 서구 금곡동,722-2,722,2,동남,59.7,202111,19,"23,300",10,1999,완정로 242,,중개거래,인천 서구
인천광역시 서구 금곡동,722-2,722,2,동남,84.73,202111,27,"31,500",10,1999,완정로 242,,중개거래,인천 서구
인천광역시 서구 금곡동,725-7,725,7,하나,84.9761,202111,29,"28,300",14,1999,완정로216번길 5,,중개거래,인천 서구
인천광역시 서구 당하동,1254-1,1254,1,검단신도시한신더휴캐널파크(THEHUECANALPARK),84.1588,202111,16,"52,070",19,2021,이음3로 125,,중개거래,인천 서구
인천광역시 서구 당하동,1254-1,1254,1,검단신도시한신더휴캐널파크(THEHUECANALPARK),84.1588,202111,17,"51,070",20,2021,이음3로 125,,중개거래,경기 고양덕양구
인천광역시 서구 당하동,1090-1,1090,1,검단힐스테이트4차,127.4136,202111,1,"64,500",3,2012,청마로 92,,중개거래,인천 서구
인천광역시 서구 당하동,1090-1,1090,1,검단힐스테이트4차,115.7167,202111,27,"63,000",3,2012,청마로 92,,중개거래,인천 서구
인천광역시 서구 당하동,1075-9,1075,9,검단힐스테이트5차,84.9745,202111,13,"60,000",11,2013,청마로34번길 6,,중개거래,인천 서구
인천광역시 서구 당하동,1080-1,1080,1,검단힐스테이트6차,84.9869,202111,14,"59,000",8,2013,청마로51번안길 11,,중개거래,인천 서구
인천광역시 서구 당하동,1037-3,1037,3,금호어울림1차,84.9917,202111,18,"40,500",8,2004,고산후로78번길 9,,중개거래,인천 서구
인천광역시 서구 당하동,1113-1,1113,1,당하KCC스위첸,84.997,202111,4,"41,300",2,2005,청마로 124,,중개거래,인천 서구
인천광역시 서구 당하동,1113-1,1113,1,당하KCC스위첸,84.997,202111,27,"47,700",19,2005,청마로 124,,중개거래,인천 서구
인천광역시 서구 당하동,1099-2,1099,2,당하푸르지오,84.943,202111,3,"45,500",4,2005,청마로 170,,중개거래,인천 서구
인천광역시 서구 당하동,1099-2,1099,2,당하푸르지오,73.827,202111,9,"45,250",8,2005,청마로 170,,중개거래,인천 서구
인천광역시 서구 당하동,1099-2,1099,2,당하푸르지오,84.943,202111,21,"47,500",13,2005,청마로 170,,중개거래,인천 서구
인천광역시 서구 당하동,1099-3,1099,3,당하풍림아이원1차,59.9841,202111,12,"36,300",13,2004,청마로148번길 160,,중개거래,인천 서구
인천광역시 서구 당하동,1099-3,1099,3,당하풍림아이원1차,84.8441,202111,17,"42,000",17,2004,청마로148번길 160,,중개거래,인천 서구
인천광역시 서구 당하동,1098-1,1098,1,대주파크빌,84.8291,202111,12,"42,900",5,2006,청마로 145,,중개거래,인천 서구
인천광역시 서구 당하동,1092-8,1092,8,동인스카이빌,33.12,202111,3,"6,470",5,2012,원당대로 670,,직거래,-
인천광역시 서구 당하동,1092-8,1092,8,동인스카이빌,26.66,202111,26,"5,070",2,2012,원당대로 670,,직거래,-
인천광역시 서구 당하동,1027-15,1027,15,신안실크벨리,59.9639,202111,10,"29,500",1,2004,원당대로840번길 24,,중개거래,인천 서구
인천광역시 서구 당하동,1027-15,1027,15,신안실크벨리,59.9639,202111,13,"30,800",15,2004,원당대로840번길 24,,중개거래,인천 서구
인천광역시 서구 당하동,1027-15,1027,15,신안실크벨리,59.9639,202111,13,"30,800",15,2004,원당대로840번길 24,20211124,중개거래,인천 서구
인천광역시 서구 당하동,1031,1031,0,원당풍림아이원,59.832,202111,3,"34,000",4,2004,원당대로840번길 23,,중개거래,"경기 과천시, 인천 서구"
인천광역시 서구 당하동,1031,1031,0,원당풍림아이원,59.832,202111,5,"35,000",11,2004,원당대로840번길 23,,중개거래,인천 서구
인천광역시 서구 당하동,1031,1031,0,원당풍림아이원,74.0892,202111,13,"38,000",12,2004,원당대로840번길 23,,중개거래,인천 서구
인천광역시 서구 당하동,1031,1031,0,원당풍림아이원,84.55,202111,13,"43,000",16,2004,원당대로840번길 23,,중개거래,인천 서구
인천광역시 서구 당하동,1031,1031,0,원당풍림아이원,59.832,202111,15,"34,500",10,2004,원당대로840번길 23,,중개거래,인천 서구
인천광역시 서구 당하동,1031,1031,0,원당풍림아이원,84.55,202111,24,"41,000",17,2004,원당대로840번길 23,,중개거래,인천 서구
인천광역시 서구 당하동,895-1,895,1,탑스빌(영남),59.995,202111,6,"35,000",7,1998,서곶로 818,,중개거래,인천 서구
인천광역시 서구 당하동,820-1,820,1,태평,59.97,202111,21,"32,500",7,1999,독정로25번길 26-6,,중개거래,인천 서구
인천광역시 서구 마전동,1029-2,1029,2,검단1차대주피오레,123.3669,202111,19,"49,950",12,2007,완정로65번안길 10,,중개거래,인천 서구
인천광역시 서구 마전동,999-1,999,1,검단2차아이파크,131.8639,202111,18,"57,000",10,2010,검단로540번길 59,,중개거래,인천 서구
인천광역시 서구 마전동,998-1,998,1,검단아이파크,84.2846,202111,20,"41,700",13,2007,완정로92번길 28,,중개거래,인천 서구
인천광역시 서구 마전동,998-1,998,1,검단아이파크,84.2846,202111,30,"40,500",13,2007,완정로92번길 28,,중개거래,인천 서구
인천광역시 서구 마전동,999-11,999,11,검단우림필유,84.9487,202111,29,"35,800",5,2007,완정로34번길 29,,중개거래,인천 서구
인천광역시 서구 마전동,997-3,997,3,검단힐스테이트,84.2846,202111,11,"41,000",1,2007,완정로92번길 11,,중개거래,인천 서구
인천광역시 서구 마전동,997-3,997,3,검단힐스테이트,117.1915,202111,18,"48,000",5,2007,완정로92번길 11,,중개거래,인천 서구
인천광역시 서구 마전동,1055-1,1055,1,당하3차풍림아이원,59.906,202111,13,"38,100",15,2004,원당대로685번길 31,,중개거래,인천 서구
인천광역시 서구 마전동,1055-1,1055,1,당하3차풍림아이원,59.906,202111,29,"37,700",8,2004,원당대로685번길 31,,중개거래,인천 서구
인천광역시 서구 마전동,1148-3,1148,3,대원레스피아1차,84.9904,202111,20,"30,000",5,2004,가현로 41,,중개거래,인천 서구
인천광역시 서구 마전동,1003-1,1003,1,동아,59.98,202111,10,"30,000",11,1999,완정로34번길 20,,중개거래,인천 서구
인천광역시 서구 마전동,1003-1,1003,1,동아,59.98,202111,13,"30,000",12,1999,완정로34번길 20,,중개거래,인천 서구
인천광역시 서구 마전동,1003-1,1003,1,동아,59.98,202111,14,"27,500",1,1999,완정로34번길 9,,중개거래,인천 서구
인천광역시 서구 마전동,1003-1,1003,1,동아,84.9,202111,15,"38,000",10,1999,완정로34번길 6,,중개거래,인천 서구
인천광역시 서구 마전동,1003-1,1003,1,동아,134.976,202111,22,"44,000",13,1999,완정로34번길 20,,중개거래,인천 서구
인천광역시 서구 마전동,1151,1151,0,마전2차풍림아이원,84.3173,202111,3,"30,800",12,2005,가현로 55,,중개거래,인천 서구
인천광역시 서구 마전동,1125-6,1125,6,마전4차풍림아이원,106.874,202111,18,"34,800",5,2007,마전로5번길 13,,중개거래,인천 서구
인천광역시 서구 마전동,916,916,0,목화,43.995,202111,13,"13,800",1,1990,완정로178번길 31,,중개거래,인천 서구
인천광역시 서구 마전동,925,925,0,서해,59.97,202111,23,"15,600",4,1992,검단로487번길 44,,중개거래,인천 서구
인천광역시 서구 마전동,927-5,927,5,영진,113.82,202111,20,"30,000",5,1999,가현로 168,,중개거래,인천 서구
인천광역시 서구 마전동,987-9,987,9,"유호A단지(A1,A2동)",44.88,202111,3,"9,000",5,1992,검단로518번길 12,,중개거래,인천 서구
인천광역시 서구 마전동,667-22,667,22,유호C단지,44.88,202111,4,"10,500",5,1992,검단로518번길 13,,중개거래,인천 서구
인천광역시 서구 마전동,917-2,917,2,은혜,48.87,202111,7,"9,500",5,1991,완정로178번길 43,,중개거래,인천 서구
인천광역시 서구 마전동,928-33,928,33,이지2차미래지향2단지,84.9829,202111,25,"31,500",7,2009,검단로529번길 9,,중개거래,인천 서구
인천광역시 서구 마전동,928-33,928,33,이지2차미래지향2단지,84.9829,202111,27,"32,000",8,2009,검단로529번길 9,,중개거래,인천 서구
인천광역시 서구 마전동,928-17,928,17,이지미래지향,84.6592,202111,27,"29,500",9,2008,검단로501번안길 5,,중개거래,인천 서구
인천광역시 서구 마전동,932-1,932,1,이지프라자,58.84,202111,14,"15,800",11,2003,검단로 505,,중개거래,인천 서구
인천광역시 서구 마전동,920,920,0,장미,42.12,202111,17,"11,300",4,1990,완정로178번길 51,,중개거래,인천 서구
인천광역시 서구 마전동,920,920,0,장미,42.12,202111,30,"12,300",4,1990,완정로178번길 51,,중개거래,인천 서구
인천광역시 서구 마전동,892,892,0,하나,84.4018,202111,4,"28,300",2,2001,검단로 624,,중개거래,인천 서구
인천광역시 서구 마전동,892,892,0,하나,59.9472,202111,16,"23,300",13,2001,검단로 624,,중개거래,인천 서구
인천광역시 서구 마전동,917-1,917,1,한일,77.182,202111,3,"13,300",6,1991,검단로501번길 44,,중개거래,인천 서구
인천광역시 서구 불로동,179,179,0,동부,59.94,202111,22,"26,600",18,1999,검단로 851,,중개거래,인천 서구
인천광역시 서구 불로동,776-1,776,1,백두,59.76,202111,22,"21,200",11,1995,검단로769번길 12,,중개거래,인천 서구
인천광역시 서구 불로동,178,178,0,불노동한일타운아파트,59.72,202111,3,"27,300",11,2008,검단로 841,,중개거래,인천 서구
